event_id,dept_id,risk_type,severity,date
2133,102,System Downtime,High,2024-03-26
2134,105,Process Failure,Medium,2024-04-02
2135,101,Fraud Alert,Low,2024-04-26
2136,101,System Downtime,Medium,2024-05-20
2137,105,Fraud Alert,Critical,2024-01-13
2138,101,System Downtime,Medium,2024-03-30
2139,104,Process Failure,Low,2024-11-26
2140,104,Compliance Breach,Critical,2024-09-05
2141,105,Process Failure,Medium,2024-11-14
2142,101,System Downtime,Low,2024-10-04
2143,105,Fraud Alert,Medium,2024-11-11
2144,102,Fraud Alert,Critical,2024-10-06
2145,103,System Downtime,High,2024-11-07
2146,104,Fraud Alert,Critical,2024-12-25
2147,104,System Downtime,Low,2024-08-24
2148,103,Process Failure,High,2024-08-02
2149,101,Compliance Breach,Medium,2024-05-23
2150,105,Process Failure,Critical,2024-10-18
2151,105,System Downtime,High,2024-06-16
2152,102,Fraud Alert,High,2024-11-24
2153,104,Fraud Alert,Low,2024-11-13
2154,104,Compliance Breach,Critical,2024-03-02
2155,103,Process Failure,Critical,2024-05-12
2156,102,Compliance Breach,Critical,2024-01-25
2157,102,Fraud Alert,Critical,2024-10-06
2158,103,Process Failure,Low,2024-06-11
2159,104,System Downtime,Medium,2024-07-31
2160,101,System Downtime,High,2024-01-12
2161,101,Fraud Alert,Medium,2024-08-18
2162,101,System Downtime,High,2024-12-12
2163,103,Fraud Alert,Critical,2024-06-27
2164,103,System Downtime,Critical,2024-10-21
2165,105,System Downtime,Low,2024-03-04
2166,102,Compliance Breach,Critical,2024-11-16
2167,105,System Downtime,Critical,2024-08-28
2168,104,Process Failure,High,2024-02-24
2169,101,Process Failure,Low,2024-09-20
2170,105,Compliance Breach,Medium,2024-07-31
2171,102,Process Failure,Medium,2024-11-23
2172,102,Fraud Alert,Low,2024-12-19
2173,101,Fraud Alert,Low,2024-07-10
2174,103,Compliance Breach,Low,2024-12-04
2175,104,Fraud Alert,Critical,2024-02-20
2176,101,Process Failure,High,2024-12-07
2177,101,Fraud Alert,Low,2024-04-03
2178,102,Process Failure,High,2024-02-10
2179,101,Process Failure,Critical,2024-11-26
2180,102,Compliance Breach,High,2024-12-14
2181,105,Process Failure,High,2024-12-10
2182,104,System Downtime,High,2024-10-31
2183,103,System Downtime,Critical,2024-06-07
2184,102,Fraud Alert,Critical,2024-06-16
2185,102,Compliance Breach,Critical,2024-05-21
2186,101,Fraud Alert,High,2024-10-23
2187,104,Process Failure,Low,2024-03-06
2188,102,Compliance Breach,High,2024-12-31
2189,104,Process Failure,Critical,2024-10-24
2190,105,Fraud Alert,Low,2024-04-07
2191,103,Process Failure,High,2024-11-16
2192,104,Fraud Alert,High,2024-04-15
2193,104,Fraud Alert,Critical,2024-11-16
2194,105,Fraud Alert,High,2024-07-04
2195,102,Fraud Alert,Critical,2024-02-11
2196,105,Process Failure,Low,2024-08-30
2197,103,Process Failure,High,2024-09-24
2198,103,Compliance Breach,High,2024-10-09
2199,103,Process Failure,Medium,2024-05-13
2200,105,Fraud Alert,Low,2024-08-02
2201,104,Fraud Alert,Medium,2024-03-26
2202,105,Process Failure,High,2024-11-11
2203,105,Fraud Alert,Low,2024-06-19
2204,102,System Downtime,High,2024-12-31
2205,102,Fraud Alert,Medium,2024-10-16
2206,105,System Downtime,High,2024-11-26
2207,101,System Downtime,Low,2024-11-21
2208,102,Fraud Alert,Critical,2024-02-02
2209,104,System Downtime,Low,2024-09-25
2210,104,Compliance Breach,High,2024-05-04
2211,102,Compliance Breach,Critical,2024-09-21
2212,103,Process Failure,High,2024-03-02
2213,104,Process Failure,Critical,2024-10-26
2214,101,System Downtime,Low,2024-06-04
2215,102,Fraud Alert,Critical,2024-07-27
2216,101,Process Failure,Low,2024-10-11
2217,104,Compliance Breach,Medium,2024-06-28
2218,101,Fraud Alert,Low,2024-06-06
2219,103,Compliance Breach,Critical,2024-09-20
2220,101,Compliance Breach,Low,2024-08-18
2221,105,Fraud Alert,High,2024-08-05
2222,103,System Downtime,Low,2024-12-09
2223,102,System Downtime,Medium,2024-02-13
2224,102,Process Failure,Critical,2024-07-25
2225,105,Compliance Breach,Critical,2024-04-26
2226,104,System Downtime,High,2024-02-11
2227,103,Fraud Alert,Medium,2024-03-12
2228,102,Compliance Breach,Low,2024-10-17
2229,104,System Downtime,Low,2024-06-17
2230,104,Compliance Breach,Medium,2024-10-25
2231,101,System Downtime,Medium,2024-07-08
2232,101,Fraud Alert,Medium,2024-07-16
2233,105,Fraud Alert,High,2024-04-15
2234,105,Compliance Breach,Critical,2024-03-06
2235,105,Fraud Alert,Medium,2024-10-31
2236,104,Fraud Alert,Critical,2024-04-27
2237,101,Fraud Alert,Medium,2024-02-09
2238,104,System Downtime,High,2024-05-01
2239,101,Process Failure,Low,2024-06-03
2240,105,Compliance Breach,Critical,2024-05-14
2241,105,Compliance Breach,High,2024-08-23
2242,103,Process Failure,Critical,2024-09-19
2243,105,Fraud Alert,Critical,2024-05-25
2244,101,System Downtime,Critical,2024-05-17
2245,102,Process Failure,High,2024-02-06
2246,101,System Downtime,Low,2024-08-25
2247,104,Fraud Alert,Low,2024-12-21
2248,105,System Downtime,Medium,2024-06-15
2249,102,Compliance Breach,High,2024-05-28
2250,102,Fraud Alert,Medium,2024-10-01
2251,102,Fraud Alert,Medium,2024-01-20
2252,104,Compliance Breach,Medium,2024-02-18
2253,103,System Downtime,Low,2024-07-20
2254,104,Fraud Alert,High,2024-08-09
2255,104,System Downtime,High,2024-08-07
2256,101,Fraud Alert,Low,2024-08-14
2257,104,Fraud Alert,High,2024-12-13
2258,104,Compliance Breach,Critical,2024-01-20
2259,104,System Downtime,High,2024-07-15
2260,101,Compliance Breach,Critical,2024-09-07
2261,102,Fraud Alert,High,2024-07-07
2262,101,Compliance Breach,Medium,2024-03-01
2263,104,Compliance Breach,High,2024-10-15
2264,105,System Downtime,Low,2024-03-31
2265,101,Process Failure,High,2024-04-26
2266,101,Fraud Alert,Low,2024-01-30
2267,103,Process Failure,Critical,2024-11-10
2268,103,Process Failure,Medium,2024-12-15
2269,105,Fraud Alert,Low,2024-08-20
2270,102,Process Failure,Critical,2024-11-04
2271,105,Process Failure,Medium,2024-01-16
2272,103,Process Failure,Low,2024-09-16
2273,104,Fraud Alert,Medium,2024-12-13
2274,105,Compliance Breach,Low,2024-04-18
2275,101,Compliance Breach,Low,2024-08-15
2276,101,Compliance Breach,Critical,2024-04-09
2277,103,System Downtime,High,2024-07-05
2278,101,System Downtime,Low,2024-06-22
2279,103,Fraud Alert,High,2024-11-26
2280,102,Process Failure,Critical,2024-10-20
2281,103,Compliance Breach,Medium,2024-05-27
2282,103,Compliance Breach,Critical,2024-11-12
2283,105,Compliance Breach,Low,2024-08-22
2284,101,Process Failure,High,2024-05-07
2285,105,Process Failure,Critical,2024-02-21
2286,104,Compliance Breach,High,2024-04-05
2287,103,System Downtime,Critical,2024-10-22
2288,103,System Downtime,High,2024-08-10
2289,102,Compliance Breach,Critical,2024-12-27
2290,104,Fraud Alert,High,2024-06-28
2291,104,Process Failure,Medium,2024-08-20
2292,104,System Downtime,Medium,2024-10-20
2293,104,Compliance Breach,Low,2024-07-29
2294,103,Compliance Breach,Critical,2024-08-08
2295,103,Fraud Alert,Critical,2024-01-09
2296,102,Fraud Alert,Medium,2024-03-20
2297,105,Process Failure,Critical,2024-08-13
2298,102,Fraud Alert,Low,2024-10-24
2299,105,Process Failure,Low,2024-10-02
2300,104,Fraud Alert,Medium,2024-11-30
2301,105,Fraud Alert,Critical,2024-09-15
2302,104,Compliance Breach,Medium,2024-12-30
2303,105,Compliance Breach,High,2024-05-27
2304,104,Compliance Breach,High,2024-11-10
2305,101,Process Failure,Low,2024-11-30
2306,102,Compliance Breach,Critical,2024-01-19
2307,102,Compliance Breach,Low,2024-01-12
2308,103,Process Failure,High,2024-12-20
2309,101,Process Failure,High,2024-08-03
2310,105,Compliance Breach,Low,2024-04-04
2311,104,Compliance Breach,High,2024-09-23
2312,103,Fraud Alert,Medium,2024-08-31
2313,103,System Downtime,Medium,2024-01-02
2314,102,Process Failure,Low,2024-03-24
2315,103,Process Failure,Low,2024-07-06
2316,104,Process Failure,High,2024-09-10
2317,103,Compliance Breach,Low,2024-06-14
2318,102,Compliance Breach,Medium,2024-01-23
2319,104,Fraud Alert,Critical,2024-01-23
2320,102,Process Failure,Critical,2024-02-22
2321,104,Process Failure,High,2024-05-13
2322,102,System Downtime,Low,2024-12-21
2323,105,System Downtime,Critical,2024-03-01
2324,103,Process Failure,Low,2024-03-29
2325,101,System Downtime,Medium,2024-12-06
2326,102,System Downtime,High,2024-04-25
2327,102,Fraud Alert,Critical,2024-08-21
2328,105,System Downtime,Medium,2024-11-21
2329,103,Process Failure,Medium,2024-04-24
2330,102,Process Failure,High,2024-03-16
2331,104,System Downtime,High,2024-12-14
2332,101,Fraud Alert,High,2024-08-13
2333,103,Fraud Alert,High,2024-01-09
2334,101,Process Failure,High,2024-12-17
2335,102,Fraud Alert,Low,2024-11-11
2336,103,Fraud Alert,Medium,2024-11-15
2337,102,Process Failure,Low,2024-10-23
2338,102,Compliance Breach,Critical,2024-03-05
2339,105,Process Failure,Medium,2024-08-06
2340,102,System Downtime,Medium,2024-12-11
2341,102,System Downtime,Critical,2024-01-29
2342,103,System Downtime,Critical,2024-11-13
2343,102,System Downtime,High,2024-08-24
2344,102,Compliance Breach,Critical,2024-09-23
2345,103,Fraud Alert,Critical,2024-12-03
2346,101,Fraud Alert,Medium,2024-08-19
2347,103,System Downtime,Medium,2024-04-28
2348,103,Fraud Alert,Low,2024-05-20
2349,105,Fraud Alert,Low,2024-03-05
2350,101,System Downtime,Medium,2024-10-22
2351,104,Fraud Alert,Medium,2024-07-14
2352,103,Fraud Alert,High,2024-05-02
2353,103,Process Failure,Critical,2024-10-30
2354,105,System Downtime,Critical,2024-12-03
2355,102,Fraud Alert,Low,2024-10-16
2356,103,System Downtime,Critical,2024-07-03
2357,102,Compliance Breach,Medium,2024-10-04
2358,102,Fraud Alert,Low,2024-08-26
2359,104,Compliance Breach,High,2024-08-23
2360,104,System Downtime,Low,2024-10-06
2361,101,Compliance Breach,Medium,2024-11-30
2362,101,Fraud Alert,Critical,2024-03-13
2363,103,System Downtime,High,2024-02-19
2364,103,System Downtime,Low,2024-02-19
2365,102,System Downtime,Low,2024-06-18
2366,103,Compliance Breach,Medium,2024-06-10
2367,104,System Downtime,High,2024-12-12
2368,101,Compliance Breach,High,2024-09-10
2369,104,Compliance Breach,Low,2024-02-20
2370,105,Fraud Alert,Medium,2024-08-16
2371,104,Process Failure,Low,2024-12-31
2372,105,Fraud Alert,Critical,2024-10-19
2373,103,Compliance Breach,Low,2024-05-27
2374,102,System Downtime,Critical,2024-12-21
2375,104,Process Failure,Medium,2024-12-18
2376,105,Fraud Alert,Medium,2024-12-20
2377,103,Fraud Alert,Critical,2024-10-08
2378,102,Fraud Alert,Low,2024-12-13
2379,101,Compliance Breach,High,2024-10-19
2380,105,System Downtime,High,2024-11-12
2381,105,Fraud Alert,Medium,2024-04-02
2382,103,Process Failure,Medium,2024-04-13
2383,101,Fraud Alert,Low,2024-08-08
2384,104,Fraud Alert,Medium,2024-10-22
2385,104,Fraud Alert,High,2024-12-07
2386,103,Fraud Alert,High,2024-08-06
2387,105,Compliance Breach,Critical,2024-11-07
2388,102,Process Failure,Critical,2024-11-05
2389,101,System Downtime,High,2024-09-21
2390,104,Process Failure,High,2024-12-25
2391,101,System Downtime,Critical,2024-01-23
2392,102,Fraud Alert,Low,2024-02-25
2393,103,Compliance Breach,High,2024-07-31
2394,104,Fraud Alert,Critical,2024-10-19
2395,104,Process Failure,Low,2024-02-24
2396,105,Fraud Alert,Low,2024-05-19
2397,101,Process Failure,Low,2024-04-04
2398,101,Fraud Alert,Medium,2024-04-25
2399,105,Compliance Breach,Medium,2024-11-20
2400,101,System Downtime,High,2024-09-19
2401,105,System Downtime,Critical,2024-12-16
2402,102,System Downtime,Critical,2024-02-19
2403,102,Fraud Alert,High,2024-06-15
2404,103,Compliance Breach,Critical,2024-04-15
2405,105,System Downtime,Low,2024-03-18
2406,103,System Downtime,High,2024-04-11
2407,104,System Downtime,High,2024-09-05
2408,101,Fraud Alert,High,2024-10-23
2409,102,Compliance Breach,Low,2024-01-30
2410,102,Fraud Alert,Medium,2024-05-22
2411,101,Compliance Breach,High,2024-10-27
2412,104,Fraud Alert,Low,2024-05-31
2413,102,Process Failure,Critical,2024-11-30
2414,105,System Downtime,Low,2024-11-17
2415,102,System Downtime,High,2024-01-24
2416,103,Compliance Breach,High,2024-04-08
2417,101,Compliance Breach,Low,2024-04-11
2418,104,System Downtime,High,2024-08-27
2419,104,Process Failure,Low,2024-05-23
2420,102,Process Failure,Critical,2024-04-19
2421,101,Fraud Alert,Critical,2024-02-29
2422,102,Process Failure,Low,2024-07-19
2423,105,Fraud Alert,Low,2024-06-05
2424,101,System Downtime,High,2024-07-31
2425,103,Process Failure,Medium,2024-04-11
2426,103,Compliance Breach,Low,2024-06-24
2427,105,Process Failure,Critical,2024-03-28
2428,101,Process Failure,Medium,2024-03-01
2429,101,Fraud Alert,High,2024-09-29
2430,101,System Downtime,High,2024-03-04
2431,105,Compliance Breach,Medium,2024-03-26
2432,102,Fraud Alert,Critical,2024-04-25
2433,101,Fraud Alert,Low,2024-06-28
2434,104,Compliance Breach,Medium,2024-05-23
2435,101,Process Failure,High,2024-04-05
2436,104,System Downtime,High,2024-05-24
2437,102,Compliance Breach,Low,2024-12-01
2438,105,System Downtime,Medium,2024-01-10
2439,101,System Downtime,Critical,2024-04-05
2440,105,Fraud Alert,Critical,2024-04-09
2441,102,Fraud Alert,Critical,2024-02-19
2442,104,Fraud Alert,Medium,2024-02-25
2443,101,System Downtime,Medium,2024-10-05
2444,105,Compliance Breach,Low,2024-08-28
2445,105,Compliance Breach,Medium,2024-04-29
2446,102,System Downtime,Low,2024-06-26
2447,105,Compliance Breach,Low,2024-11-26
2448,102,Compliance Breach,Critical,2024-09-23
2449,104,System Downtime,Medium,2024-07-04
2450,101,Fraud Alert,Medium,2024-06-17
2451,101,Fraud Alert,Medium,2024-09-20
2452,104,Compliance Breach,Medium,2024-04-16
2453,103,Fraud Alert,High,2024-01-10
2454,105,Process Failure,Critical,2024-11-19
2455,105,Fraud Alert,High,2024-04-27
2456,103,Compliance Breach,Low,2024-06-17
2457,103,Fraud Alert,Low,2024-12-08
2458,102,Process Failure,Medium,2024-05-17
2459,101,Compliance Breach,Medium,2024-10-06
2460,104,Fraud Alert,Critical,2024-03-25
2461,103,Fraud Alert,High,2024-11-09
2462,103,Compliance Breach,High,2024-08-22
2463,104,Compliance Breach,Critical,2024-02-10
2464,104,System Downtime,Medium,2024-08-23
2465,105,System Downtime,Low,2024-02-20
2466,101,Fraud Alert,Low,2024-10-20
2467,105,Compliance Breach,Low,2024-06-03
2468,103,System Downtime,Low,2024-02-15
2469,105,Fraud Alert,Medium,2024-11-03
2470,102,System Downtime,Low,2024-01-28
2471,105,System Downtime,High,2024-03-04
2472,102,Compliance Breach,High,2024-04-22
2473,101,System Downtime,Medium,2024-09-06
2474,105,Compliance Breach,Low,2024-11-14
2475,105,Process Failure,Low,2024-11-20
2476,103,System Downtime,Medium,2024-02-05
2477,103,Process Failure,Medium,2024-03-17
2478,103,Compliance Breach,Low,2024-03-12
2479,104,Process Failure,Medium,2024-11-23
2480,105,Fraud Alert,High,2024-08-06
2481,101,Fraud Alert,Medium,2024-10-15
2482,102,Compliance Breach,Critical,2024-07-10
2483,101,Process Failure,High,2024-12-19
2484,104,Compliance Breach,Low,2024-11-05
2485,103,Fraud Alert,Low,2024-03-02
2486,103,Process Failure,Critical,2024-02-24
2487,104,Fraud Alert,Critical,2024-11-04
2488,104,Process Failure,High,2024-04-25
2489,103,Fraud Alert,Medium,2024-01-05
2490,105,System Downtime,Low,2024-12-12
2491,105,Process Failure,High,2024-02-15
2492,102,System Downtime,Critical,2024-10-02
2493,105,Process Failure,Medium,2024-03-17
2494,101,Process Failure,Medium,2024-07-03
2495,104,Process Failure,Medium,2024-06-03
2496,102,System Downtime,Medium,2024-11-23
2497,104,System Downtime,Critical,2024-05-16
2498,102,Process Failure,Low,2024-10-18
2499,105,System Downtime,High,2024-01-30
2500,102,Compliance Breach,Low,2024-10-05
2501,105,System Downtime,Critical,2024-10-27
2502,104,System Downtime,Low,2024-09-24
2503,105,Fraud Alert,Critical,2024-12-14
2504,101,Compliance Breach,Medium,2024-02-15
2505,101,Process Failure,Critical,2024-03-14
2506,102,Fraud Alert,Low,2024-01-23
2507,104,Fraud Alert,Medium,2024-09-27
2508,103,Compliance Breach,Medium,2024-04-04
2509,102,Process Failure,Medium,2024-01-30
2510,103,Compliance Breach,High,2024-04-02
2511,104,System Downtime,High,2024-09-29
2512,102,Process Failure,Medium,2024-04-12
2513,105,Process Failure,High,2024-11-01
2514,104,Fraud Alert,Critical,2024-06-14
2515,102,Process Failure,Low,2024-11-02
2516,101,System Downtime,Critical,2024-03-05
2517,103,Compliance Breach,Medium,2024-09-17
2518,103,Compliance Breach,High,2024-03-27
2519,102,Compliance Breach,Medium,2024-12-08
2520,102,System Downtime,Critical,2024-11-05
2521,102,Process Failure,High,2024-11-26
2522,101,Fraud Alert,Medium,2024-03-03
2523,105,Process Failure,Medium,2024-06-13
2524,102,System Downtime,Medium,2024-01-15
2525,101,Process Failure,High,2024-02-07
2526,102,System Downtime,Critical,2024-09-17
2527,105,Compliance Breach,Medium,2024-08-05
2528,105,System Downtime,Low,2024-07-03
2529,103,Process Failure,High,2024-12-18
2530,104,Fraud Alert,Critical,2024-03-04
2531,102,Fraud Alert,Critical,2024-01-30
2532,103,Compliance Breach,Low,2024-04-03
2533,102,Fraud Alert,Low,2024-10-24
2534,104,Process Failure,High,2024-09-03
2535,105,Fraud Alert,Critical,2024-05-27
2536,103,Process Failure,Low,2024-03-06
2537,103,Compliance Breach,Low,2024-10-13
2538,105,Process Failure,Medium,2024-03-25
2539,101,System Downtime,Low,2024-12-22
2540,103,Fraud Alert,High,2024-07-08
2541,105,Compliance Breach,Low,2024-01-05
2542,101,Compliance Breach,Low,2024-11-30
2543,102,System Downtime,High,2024-09-24
2544,104,Process Failure,Critical,2024-10-07
2545,105,Compliance Breach,Low,2024-01-10
2546,103,Compliance Breach,High,2024-02-27
2547,102,Fraud Alert,Critical,2024-10-03
2548,103,Fraud Alert,High,2024-02-12
2549,101,System Downtime,Medium,2024-07-28
2550,104,Process Failure,High,2024-12-13
2551,105,System Downtime,High,2024-07-08
2552,105,Fraud Alert,Medium,2024-05-20
2553,101,Process Failure,Low,2024-12-26
2554,103,Process Failure,High,2024-03-31
2555,102,Process Failure,Critical,2024-06-04
2556,102,System Downtime,Low,2024-08-04
2557,105,Fraud Alert,Medium,2024-06-12
2558,104,Compliance Breach,High,2024-01-13
2559,105,System Downtime,High,2024-09-04
2560,104,Fraud Alert,Critical,2024-04-11
2561,105,System Downtime,Low,2024-06-24
2562,102,Compliance Breach,Low,2024-06-12
2563,103,System Downtime,Low,2024-10-31
2564,105,System Downtime,Low,2024-06-17
2565,103,Fraud Alert,High,2024-07-08
2566,103,System Downtime,Critical,2024-02-19
2567,105,Fraud Alert,Low,2024-11-26
2568,101,System Downtime,High,2024-04-28
2569,104,Process Failure,Low,2024-06-15
2570,105,Fraud Alert,Critical,2024-11-07
2571,102,System Downtime,High,2024-01-09
2572,103,Fraud Alert,Critical,2024-07-15
2573,103,Fraud Alert,Medium,2024-06-07
2574,104,Compliance Breach,Low,2024-03-28
2575,104,Fraud Alert,Critical,2024-04-24
2576,104,Fraud Alert,Critical,2024-03-03
2577,101,Compliance Breach,Medium,2024-05-15
2578,102,System Downtime,Low,2024-01-30
2579,102,Compliance Breach,Low,2024-06-12
2580,103,Process Failure,High,2024-05-07
2581,102,Process Failure,High,2024-05-01
2582,105,System Downtime,High,2024-09-02
2583,105,System Downtime,Low,2024-12-20
2584,104,Process Failure,Medium,2024-03-07
